ID	GENE_COORD	TAIR	GENE_NAME	OG
gene-AT2G26150	Athal_NC_003071.7:11135624-11137792	AT2G26150	HSFA2	OG0010444
gene-AT2G26160	Athal_NC_003071.7:11137978-11139451	AT2G26160	AT2G26160	OG0000132
gene-AT2G26170	Athal_NC_003071.7:11140809-11143360	AT2G26170	CYP711A1	OG0006114
gene-AT2G26180	Athal_NC_003071.7:11143290-11145103	AT2G26180	IQD6	OG0009518
gene-AT2G26190	Athal_NC_003071.7:11147638-11150754	AT2G26190	AT2G26190	OG0001082
gene-AT2G26200	Athal_NC_003071.7:11152648-11156629	AT2G26200	AT2G26200	OG0009519
gene-AT2G26210	Athal_NC_003071.7:11157118-11159417	AT2G26210	AT2G26210	OG0010051
gene-AT2G26230	Athal_NC_003071.7:11164575-11167346	AT2G26230	AT2G26230	OG0012469
gene-AT2G26240	Athal_NC_003071.7:11167248-11168672	AT2G26240	AT2G26240	OG0010052
gene-AT2G26250	Athal_NC_003071.7:11170416-11173278	AT2G26250	KCS10	OG0008882
gene-AT2G26260	Athal_NC_003071.7:11178064-11183278	AT2G26260	3BETAHSD/D2	OG0004363
gene-AT2G26270	Athal_NC_003071.7:11183842-11187816	AT2G26270	AT2G26270	OG0007838
gene-AT2G26280	Athal_NC_003071.7:11187726-11191397	AT2G26280	CID7	OG0007839
gene-AT2G26290	Athal_NC_003071.7:11191978-11194431	AT2G26290	ARSK1	OG0000917
gene-AT2G26300	Athal_NC_003071.7:11196996-11201102	AT2G26300	GP	OG0008223
gene-AT2G26310	Athal_NC_003071.7:11201303-11204170	AT2G26310	FAP2	OG0007306
gene-AT2G26320	Athal_NC_003071.7:11205389-11206287	AT2G26320	AGL33	OG0016203
gene-AT2G26330	Athal_NC_003071.7:11208080-11214662	AT2G26330	ER	OG0002039
gene-AT2G26340	Athal_NC_003071.7:11215252-11217033	AT2G26340	AT2G26340	OG0009385
gene-AT2G26350	Athal_NC_003071.7:11217142-11220507	AT2G26350	PEX10	OG0011905
gene-AT2G26360	Athal_NC_003071.7:11221516-11223400	AT2G26360	AT2G26360	OG0017020
gene-AT2G26370	Athal_NC_003071.7:11224565-11226235	AT2G26370	AT2G26370	OG0024618
gene-AT2G26380	Athal_NC_003071.7:11226488-11228123	AT2G26380	AT2G26380	OG0001781
gene-AT2G26390	Athal_NC_003071.7:11228825-11230598	AT2G26390	AT2G26390	OG0014215
gene-AT2G26400	Athal_NC_003071.7:11231771-11233388	AT2G26400	ARD3	OG0002032
gene-AT2G26410	Athal_NC_003071.7:11234267-11236995	AT2G26410	Iqd4	OG0021406
gene-AT2G26420	Athal_NC_003071.7:11238958-11242963	AT2G26420	PIP5K3	OG0016042
gene-AT2G26430	Athal_NC_003071.7:11243128-11246058	AT2G26430	RCY1	OG0010602
gene-AT2G26440	Athal_NC_003071.7:11247160-11249620	AT2G26440	AT2G26440	OG0008288
gene-AT2G26450	Athal_NC_003071.7:11251040-11253612	AT2G26450	AT2G26450	OG0004094
gene-AT2G26460	Athal_NC_003071.7:11254932-11259070	AT2G26460	SMU2	OG0010601
gene-AT2G26470	Athal_NC_003071.7:11259142-11262586	AT2G26470	AT2G26470	OG0010600
gene-AT2G26480	Athal_NC_003071.7:11263889-11265855	AT2G26480	UGT76D1	OG0021056
gene-AT2G26490	Athal_NC_003071.7:11267857-11269750	AT2G26490	AT2G26490	OG0000564
gene-AT2G26500	Athal_NC_003071.7:11270082-11271074	AT2G26500	AT2G26500	OG0005481
gene-AT2G26510	Athal_NC_003071.7:11273842-11277783	AT2G26510	PDE135	OG0009384
gene-AT2G26520	Athal_NC_003071.7:11279913-11280996	AT2G26520	AT2G26520	OG0002010
gene-AT2G26530	Athal_NC_003071.7:11282663-11284272	AT2G26530	AR781	OG0001075
gene-AT2G26540	Athal_NC_003071.7:11287308-11290360	AT2G26540	HEMD	OG0009383
gene-AT2G26550	Athal_NC_003071.7:11291148-11293575	AT2G26550	HO2	OG0010599
gene-AT2G26560	Athal_NC_003071.7:11293702-11295918	AT2G26560	PLA2A	OG0000101
gene-AT2G26570	Athal_NC_003071.7:11298914-11302319	AT2G26570	WEB1	OG0001315
gene-AT2G26580	Athal_NC_003071.7:11303455-11307010	AT2G26580	YAB5	OG0002362
gene-AT2G26590	Athal_NC_003071.7:11310957-11315524	AT2G26590	RPN13	OG0008836
gene-AT2G26600	Athal_NC_003071.7:11316346-11318520	AT2G26600	AT2G26600	OG0001820
gene-AT2G26610	Athal_NC_003071.7:11318771-11324213	AT2G26610	AT2G26610	OG0005950
gene-AT2G26620	Athal_NC_003071.7:11325069-11326835	AT2G26620	AT2G26620	OG0000907
gene-AT2G26640	Athal_NC_003071.7:11329719-11331858	AT2G26640	KCS11	OG0000655
gene-AT2G26650	Athal_NC_003071.7:11331850-11336738	AT2G26650	KT1	OG0003535
gene-AT2G26660	Athal_NC_003071.7:11338752-11340950	AT2G26660	SPX2	OG0005023
gene-AT2G26670	Athal_NC_003071.7:11341548-11343693	AT2G26670	TED4	OG0006118
gene-AT2G26680	Athal_NC_003071.7:11343766-11345540	AT2G26680	AT2G26680	OG0006738
gene-AT2G26690	Athal_NC_003071.7:11347147-11350993	AT2G26690	AT2G26690	OG0011261
gene-AT2G26695	Athal_NC_003071.7:11364996-11366030	AT2G26695	AT2G26695	OG0004728
gene-AT2G26700	Athal_NC_003071.7:11368474-11371124	AT2G26700	PID2	OG0012189
gene-AT2G26710	Athal_NC_003071.7:11380463-11383821	AT2G26710	BAS1	OG0006187
gene-AT2G26720	Athal_NC_003071.7:11384782-11385402	AT2G26720	AT2G26720	OG0009477
gene-AT2G26730	Athal_NC_003071.7:11388298-11391682	AT2G26730	AT2G26730	OG0007570
gene-AT2G26740	Athal_NC_003071.7:11392849-11394363	AT2G26740	SEH	OG0015280
gene-AT2G26750	Athal_NC_003071.7:11395707-11397219	AT2G26750	AT2G26750	OG0015280
gene-AT2G26760	Athal_NC_003071.7:11401118-11403433	AT2G26760	CYCB1;4	OG0001253
gene-AT2G26770	Athal_NC_003071.7:11403979-11408421	AT2G26770	SCAB1	OG0001056
gene-AT2G26780	Athal_NC_003071.7:11409828-11423776	AT2G26780	AT2G26780	OG0010677
gene-AT2G26790	Athal_NC_003071.7:11424163-11427792	AT2G26790	AT2G26790	OG0006080
gene-AT2G26800	Athal_NC_003071.7:11429019-11432797	AT2G26800	AT2G26800	OG0005003
gene-AT2G26810	Athal_NC_003071.7:11433662-11436291	AT2G26810	AT2G26810	OG0010678
gene-AT2G26820	Athal_NC_003071.7:11437701-11442379	AT2G26820	PP2-A3	OG0000337
gene-AT2G26830	Athal_NC_003071.7:11443241-11447171	AT2G26830	emb1187	OG0010679
gene-AT2G26840	Athal_NC_003071.7:11447197-11448949	AT2G26840	AT2G26840	OG0012337
gene-AT2G26850	Athal_NC_003071.7:11448976-11451270	AT2G26850	AT2G26850	OG0001617
gene-AT2G26860	Athal_NC_003071.7:11451950-11453947	AT2G26860	AT2G26860	OG0000016
gene-AT2G26865	Athal_NC_003071.7:11455540-11455869	AT2G26865	AT2G26865	OG0024619
gene-AT2G26870	Athal_NC_003071.7:11456926-11459481	AT2G26870	NPC2	OG0002239
gene-AT2G26880	Athal_NC_003071.7:11459906-11461099	AT2G26880	AGL41	NA
gene-AT2G26890	Athal_NC_003071.7:11462067-11474371	AT2G26890	GRV2	OG0010316
gene-AT2G26900	Athal_NC_003071.7:11474752-11478142	AT2G26900	BASS2	OG0013401
gene-AT2G26910	Athal_NC_003071.7:11481326-11488270	AT2G26910	ABCG32	OG0009090
gene-AT2G26920	Athal_NC_003071.7:11488988-11491751	AT2G26920	AT2G26920	OG0002145
gene-AT2G26930	Athal_NC_003071.7:11491707-11494290	AT2G26930	CDPMEK	OG0009089
gene-AT2G26940	Athal_NC_003071.7:11496518-11497702	AT2G26940	AT2G26940	OG0014705
gene-AT2G26950	Athal_NC_003071.7:11500721-11502136	AT2G26950	MYB104	OG0013631
gene-AT2G26960	Athal_NC_003071.7:11506065-11507426	AT2G26960	MYB81	OG0013631
gene-AT2G26970	Athal_NC_003071.7:11509721-11511977	AT2G26970	AT2G26970	OG0005872
gene-AT2G26975	Athal_NC_003071.7:11512727-11513695	AT2G26975	COPT6	OG0000451
gene-AT2G26980	Athal_NC_003071.7:11514600-11518734	AT2G26980	CIPK3	OG0003806
gene-AT2G26990	Athal_NC_003071.7:11519388-11522616	AT2G26990	FUS12	OG0007697
gene-AT2G27000	Athal_NC_003071.7:11523287-11525140	AT2G27000	CYP705A8	OG0000195
gene-AT2G27010	Athal_NC_003071.7:11526168-11527854	AT2G27010	CYP705A9	OG0000195
gene-AT2G27020	Athal_NC_003071.7:11528230-11531178	AT2G27020	PAG1	OG0006916
gene-AT2G27030	Athal_NC_003071.7:11531967-11534358	AT2G27030	CAM5	OG0000273
gene-AT2G27035	Athal_NC_003071.7:11535518-11536485	AT2G27035	ENODL20	OG0003597
gene-AT2G27040	Athal_NC_003071.7:11536502-11542391	AT2G27040	AGO4	OG0001701
gene-AT2G27050	Athal_NC_003071.7:11545656-11548293	AT2G27050	EIL1	OG0000328
gene-AT2G27060	Athal_NC_003071.7:11550705-11554775	AT2G27060	AT2G27060	OG0008681
gene-AT2G27070	Athal_NC_003071.7:11556392-11560215	AT2G27070	RR13	OG0015320
gene-AT2G27080	Athal_NC_003071.7:11563933-11567504	AT2G27080	AT2G27080	OG0004180
gene-AT2G27090	Athal_NC_003071.7:11567436-11571903	AT2G27090	AT2G27090	OG0006915
gene-AT2G27100	Athal_NC_003071.7:11572397-11576658	AT2G27100	SE	OG0005151
gene-AT2G27110	Athal_NC_003071.7:11576668-11580817	AT2G27110	FRS3	OG0000046
gene-AT2G27120	Athal_NC_003071.7:11581214-11594397	AT2G27120	TIL2	OG0008206
gene-AT2G27130	Athal_NC_003071.7:11595076-11596548	AT2G27130	AT2G27130	OG0005150
gene-AT2G27140	Athal_NC_003071.7:11598305-11599322	AT2G27140	AT2G27140	OG0000553
gene-AT2G27145	Athal_NC_003071.7:11600169-11600764	AT2G27145	LCR9	OG0021407
gene-AT2G27150	Athal_NC_003071.7:11601754-11608450	AT2G27150	AAO3	OG0001142
gene-AT2G27170	Athal_NC_003071.7:11609073-11617496	AT2G27170	TTN7	OG0005691
gene-AT2G27180	Athal_NC_003071.7:11620076-11621174	AT2G27180	AT2G27180	OG0001423
gene-AT2G27190	Athal_NC_003071.7:11621222-11623618	AT2G27190	PAP12	OG0002181
gene-AT2G27200	Athal_NC_003071.7:11625157-11628290	AT2G27200	AT2G27200	OG0009267
gene-AT2G27210	Athal_NC_003071.7:11629777-11636795	AT2G27210	BSL3	OG0003461
gene-AT2G27220	Athal_NC_003071.7:11637152-11639809	AT2G27220	BLH5	OG0019003
gene-AT2G27230	Athal_NC_003071.7:11650359-11654143	AT2G27230	LHW	OG0005130
gene-AT2G27240	Athal_NC_003071.7:11659579-11662408	AT2G27240	AT2G27240	OG0000514
gene-AT2G27250	Athal_NC_003071.7:11664978-11665797	AT2G27250	CLV3	OG0012323
gene-AT2G27260	Athal_NC_003071.7:11669655-11670644	AT2G27260	AT2G27260	OG0004673
gene-AT2G27270	Athal_NC_003071.7:11672271-11673208	AT2G27270	AT2G27270	OG0019002
gene-AT2G27280	Athal_NC_003071.7:11673826-11675613	AT2G27280	AT2G27280	OG0005666
gene-AT2G27285	Athal_NC_003071.7:11675814-11678118	AT2G27285	AT2G27285	OG0005666
gene-AT2G27290	Athal_NC_003071.7:11678305-11679919	AT2G27290	AT2G27290	OG0008614
gene-AT2G27300	Athal_NC_003071.7:11680276-11681971	AT2G27300	NTL8	OG0005060
gene-AT2G27310	Athal_NC_003071.7:11683772-11685342	AT2G27310	AT2G27310	OG0001377
gene-AT2G27313	Athal_NC_003071.7:11688938-11689141	AT2G27313	AT2G27313	NA
gene-AT2G27315	Athal_NC_003071.7:11689467-11690004	AT2G27315	AT2G27315	OG0000754
gene-AT2G27320	Athal_NC_003071.7:11692884-11694916	AT2G27320	AT2G27320	OG0005218
gene-AT2G27330	Athal_NC_003071.7:11695032-11696799	AT2G27330	AT2G27330	OG0017163
gene-AT2G27340	Athal_NC_003071.7:11696595-11699224	AT2G27340	AT2G27340	OG0006461
gene-AT2G27350	Athal_NC_003071.7:11699548-11704303	AT2G27350	OTLD1	OG0009780
gene-AT2G27360	Athal_NC_003071.7:11706028-11708139	AT2G27360	AT2G27360	OG0000079
gene-AT2G27370	Athal_NC_003071.7:11708429-11710128	AT2G27370	CASP3	OG0001422
gene-AT2G27380	Athal_NC_003071.7:11713411-11715774	AT2G27380	EPR1	OG0019001
gene-AT2G27385	Athal_NC_003071.7:11716001-11717432	AT2G27385	AT2G27385	OG0008478
gene-AT2G27389	Athal_NC_003071.7:11720294-11721081	AT2G27389	AT2G27389	OG0021211
gene-AT2G27402	Athal_NC_003071.7:11722770-11724362	AT2G27402	AT2G27402	OG0009751
gene-AT2G27410	Athal_NC_003071.7:11724427-11725419	AT2G27410	AT2G27410	OG0000756
gene-AT2G27420	Athal_NC_003071.7:11726134-11727654	AT2G27420	AT2G27420	OG0000085
gene-AT2G27430	Athal_NC_003071.7:11729759-11733371	AT2G27430	AT2G27430	OG0008613
gene-AT2G27450	Athal_NC_003071.7:11737374-11739690	AT2G27450	NLP1	OG0011023
gene-AT2G27460	Athal_NC_003071.7:11740502-11745011	AT2G27460	AT2G27460	OG0006717
gene-AT2G27470	Athal_NC_003071.7:11744981-11746455	AT2G27470	NF-YB11	OG0009779
gene-AT2G27480	Athal_NC_003071.7:11746683-11748051	AT2G27480	AT2G27480	OG0009778
gene-AT2G27490	Athal_NC_003071.7:11748015-11750488	AT2G27490	ATCOAE	OG0007343
gene-AT2G27500	Athal_NC_003071.7:11752064-11754066	AT2G27500	AT2G27500	OG0004680
gene-AT2G27505	Athal_NC_003071.7:11756566-11757898	AT2G27505	AT2G27505	OG0015350
gene-AT2G27510	Athal_NC_003071.7:11757955-11759588	AT2G27510	FD3	OG0001858
gene-AT2G27520	Athal_NC_003071.7:11762061-11763143	AT2G27520	AT2G27520	OG0019000
gene-AT2G27530	Athal_NC_003071.7:11763217-11764935	AT2G27530	PGY1	OG0001785
gene-AT2G27535	Athal_NC_003071.7:11765281-11766144	AT2G27535	AT2G27535	OG0024559
gene-AT2G27540	Athal_NC_003071.7:11768951-11769100	AT2G27540	AT2G27540	OG0019390
gene-AT2G27550	Athal_NC_003071.7:11773187-11774746	AT2G27550	ATC	OG0001046
gene-AT2G27570	Athal_NC_003071.7:11775329-11776305	AT2G27570	AT2G27570	OG0000088
gene-AT2G27580	Athal_NC_003071.7:11776410-11777553	AT2G27580	AT2G27580	OG0001823
gene-AT2G27590	Athal_NC_003071.7:11777554-11779912	AT2G27590	AT2G27590	OG0012667
gene-AT2G27600	Athal_NC_003071.7:11780896-11783992	AT2G27600	SKD1	OG0002847
gene-AT2G27610	Athal_NC_003071.7:11783927-11786533	AT2G27610	AT2G27610	OG0011366
gene-AT2G27630	Athal_NC_003071.7:11787398-11792646	AT2G27630	AT2G27630	OG0005686
gene-AT2G27650	Athal_NC_003071.7:11792825-11797712	AT2G27650	AT2G27650	OG0005686
gene-AT2G27660	Athal_NC_003071.7:11798417-11800928	AT2G27660	AT2G27660	OG0018539
gene-AT2G27670	Athal_NC_003071.7:11801568-11802891	AT2G27670	AT2G27670	OG0018374
gene-AT2G27680	Athal_NC_003071.7:11803743-11806087	AT2G27680	AT2G27680	OG0006666
gene-AT2G27690	Athal_NC_003071.7:11809279-11811280	AT2G27690	CYP94C1	OG0002453
gene-AT2G27700	Athal_NC_003071.7:11813949-11816002	AT2G27700	AT2G27700	OG0001911
gene-AT2G27710	Athal_NC_003071.7:11816634-11817972	AT2G27710	AT2G27710	OG0001001
gene-AT2G27720	Athal_NC_003071.7:11818230-11819591	AT2G27720	AT2G27720	OG0001001
gene-AT2G27730	Athal_NC_003071.7:11819728-11822036	AT2G27730	AT2G27730	OG0009619
gene-AT2G27740	Athal_NC_003071.7:11822513-11823857	AT2G27740	AT2G27740	OG0000612
gene-AT2G27750	Athal_NC_003071.7:11823916-11824461	AT2G27750	AT2G27750	OG0003971
gene-AT2G27760	Athal_NC_003071.7:11824772-11827609	AT2G27760	IPT2	OG0010828
gene-AT2G27770	Athal_NC_003071.7:11832543-11834427	AT2G27770	AT2G27770	OG0003038
gene-AT2G27775	Athal_NC_003071.7:11842236-11843361	AT2G27775	AT2G27775	OG0014296
gene-AT2G27780	Athal_NC_003071.7:11845472-11846578	AT2G27780	AT2G27780	OG0017107
gene-AT2G27790	Athal_NC_003071.7:11847109-11849559	AT2G27790	AT2G27790	OG0006154
gene-AT2G27800	Athal_NC_003071.7:11849647-11851457	AT2G27800	AT2G27800	OG0012135
gene-AT2G27810	Athal_NC_003071.7:11852078-11856335	AT2G27810	NAT12	OG0006783
gene-AT2G27820	Athal_NC_003071.7:11856571-11858288	AT2G27820	PD1	OG0003462
gene-AT2G27830	Athal_NC_003071.7:11860218-11861525	AT2G27830	AT2G27830	OG0002603
gene-AT2G27840	Athal_NC_003071.7:11861806-11863908	AT2G27840	HDT4	OG0000976
gene-AT2G27860	Athal_NC_003071.7:11864277-11866998	AT2G27860	AXS1	OG0003037
gene-AT2G27880	Athal_NC_003071.7:11871378-11876989	AT2G27880	AGO5	OG0000378
gene-AT2G27900	Athal_NC_003071.7:11877430-11886013	AT2G27900	AT2G27900	OG0006782
gene-AT2G27920	Athal_NC_003071.7:11885571-11889176	AT2G27920	SCPL51	OG0002602
gene-AT2G27930	Athal_NC_003071.7:11892058-11893787	AT2G27930	AT2G27930	OG0003557
gene-AT2G27940	Athal_NC_003071.7:11897942-11898867	AT2G27940	AT2G27940	OG0009618
gene-AT2G27950	Athal_NC_003071.7:11899160-11904062	AT2G27950	AT2G27950	OG0010827
gene-AT2G27960	Athal_NC_003071.7:11910569-11911802	AT2G27960	CKS1	OG0005066
gene-AT2G27970	Athal_NC_003071.7:11912151-11913425	AT2G27970	CKS2	OG0005066
gene-AT2G27980	Athal_NC_003071.7:11913359-11920001	AT2G27980	AT2G27980	OG0009617
gene-AT2G27990	Athal_NC_003071.7:11921350-11924748	AT2G27990	BLH8	OG0006153
gene-AT2G28000	Athal_NC_003071.7:11926446-11929488	AT2G28000	CPN60A	OG0006720
gene-AT2G28010	Athal_NC_003071.7:11930494-11931813	AT2G28010	AT2G28010	OG0009483
gene-AT2G28020	Athal_NC_003071.7:11933702-11934060	AT2G28020	AT2G28020	OG0004562
gene-AT2G28030	Athal_NC_003071.7:11934208-11935386	AT2G28030	AT2G28030	OG0009483
gene-AT2G28040	Athal_NC_003071.7:11936030-11937977	AT2G28040	AT2G28040	OG0009483
gene-AT2G28050	Athal_NC_003071.7:11937871-11939653	AT2G28050	AT2G28050	OG0005538
gene-AT2G28060	Athal_NC_003071.7:11949871-11952253	AT2G28060	AT2G28060	OG0009482
gene-AT2G28070	Athal_NC_003071.7:11955873-11959994	AT2G28070	ABCG3	OG0007437
gene-AT2G28080	Athal_NC_003071.7:11960571-11963440	AT2G28080	AT2G28080	OG0004135
gene-AT2G28085	Athal_NC_003071.7:11967942-11968712	AT2G28085	AT2G28085	OG0010687
gene-AT2G28090	Athal_NC_003071.7:11972140-11974007	AT2G28090	AT2G28090	OG0000708
gene-AT2G28100	Athal_NC_003071.7:11974663-11976600	AT2G28100	FUC1	OG0010686
gene-AT2G28105	Athal_NC_003071.7:11976303-11977913	AT2G28105	AT2G28105	OG0012004
gene-AT2G28110	Athal_NC_003071.7:11977865-11980003	AT2G28110	FRA8	OG0004563
gene-AT2G28120	Athal_NC_003071.7:11985687-11987836	AT2G28120	AT2G28120	OG0000425
gene-AT2G28130	Athal_NC_003071.7:11988358-11991617	AT2G28130	AT2G28130	OG0009481
gene-AT2G28140	Athal_NC_003071.7:11994954-11996236	AT2G28140	AT2G28140	OG0003015
gene-AT2G28150	Athal_NC_003071.7:11999736-12002738	AT2G28150	AT2G28150	OG0006084
gene-AT2G28160	Athal_NC_003071.7:12004658-12006276	AT2G28160	FRU	OG0005537
gene-AT2G28170	Athal_NC_003071.7:12006371-12009956	AT2G28170	ATCHX7	OG0021104
gene-AT2G28180	Athal_NC_003071.7:12010994-12013739	AT2G28180	ATCHX8	OG0018691
gene-AT2G28190	Athal_NC_003071.7:12014412-12016569	AT2G28190	CSD2	OG0010685
gene-AT2G28200	Athal_NC_003071.7:12023940-12025370	AT2G28200	AT2G28200	OG0000777
gene-AT2G28210	Athal_NC_003071.7:12029666-12033096	AT2G28210	ACA2	OG0001006
gene-AT2G28220	Athal_NC_003071.7:12033998-12035327	AT2G28220	AT2G28220	OG0009483
gene-AT2G28225	Athal_NC_003071.7:12036273-12037527	AT2G28225	AT2G28225	OG0009483
gene-AT2G28230	Athal_NC_003071.7:12037627-12039059	AT2G28230	AT2G28230	OG0004562
gene-AT2G28240	Athal_NC_003071.7:12039208-12042175	AT2G28240	AT2G28240	OG0017062
gene-AT2G28250	Athal_NC_003071.7:12042348-12046616	AT2G28250	NCRK	OG0008379
gene-AT2G28260	Athal_NC_003071.7:12049443-12052584	AT2G28260	CNGC15	OG0003522
gene-AT2G28270	Athal_NC_003071.7:12053542-12054538	AT2G28270	AT2G28270	OG0000519
gene-AT2G28290	Athal_NC_003071.7:12056213-12073279	AT2G28290	SYD	OG0004561
gene-AT2G28305	Athal_NC_003071.7:12081023-12084678	AT2G28305	LOG1	OG0000419
gene-AT2G28310	Athal_NC_003071.7:12085356-12088121	AT2G28310	AT2G28310	OG0000621
gene-AT2G28315	Athal_NC_003071.7:12088667-12090765	AT2G28315	AT2G28315	OG0006719
gene-AT2G28320	Athal_NC_003071.7:12094621-12099644	AT2G28320	AT2G28320	OG0003274
gene-AT2G28330	Athal_NC_003071.7:12099742-12100757	AT2G28330	AT2G28330	OG0005398
gene-AT2G28340	Athal_NC_003071.7:12103672-12106262	AT2G28340	GATA13	OG0005536
gene-AT2G28350	Athal_NC_003071.7:12113889-12116942	AT2G28350	ARF10	OG0001129
gene-AT2G28355	Athal_NC_003071.7:12119285-12120512	AT2G28355	LCR5	OG0021408
gene-AT2G28360	Athal_NC_003071.7:12124152-12130092	AT2G28360	AT2G28360	OG0003440
gene-AT2G28370	Athal_NC_003071.7:12131544-12133772	AT2G28370	AT2G28370	OG0004134
gene-AT2G28380	Athal_NC_003071.7:12133732-12136241	AT2G28380	DRB2	OG0001435
gene-AT2G28390	Athal_NC_003071.7:12139578-12143665	AT2G28390	AT2G28390	OG0006718
gene-AT2G28400	Athal_NC_003071.7:12147883-12149072	AT2G28400	AT2G28400	OG0001338
gene-AT2G28405	Athal_NC_003071.7:12153138-12154126	AT2G28405	LCR32	OG0019397
gene-AT2G28410	Athal_NC_003071.7:12156022-12156984	AT2G28410	AT2G28410	OG0007436
gene-AT2G28420	Athal_NC_003071.7:12157613-12158807	AT2G28420	GLYI8	OG0012003
gene-AT2G28430	Athal_NC_003071.7:12159548-12160466	AT2G28430	AT2G28430	OG0012002
gene-AT2G28440	Athal_NC_003071.7:12160977-12162032	AT2G28440	AT2G28440	OG0018689
gene-AT2G28450	Athal_NC_003071.7:12162090-12166039	AT2G28450	AT2G28450	OG0012001
gene-AT2G28460	Athal_NC_003071.7:12166573-12168874	AT2G28460	AT2G28460	OG0001327
gene-AT2G28470	Athal_NC_003071.7:12168840-12173991	AT2G28470	BGAL8	OG0005004
gene-AT2G28480	Athal_NC_003071.7:12176483-12178498	AT2G28480	AT2G28480	OG0012000
gene-AT2G28490	Athal_NC_003071.7:12178597-12181012	AT2G28490	AT2G28490	OG0003805
gene-AT2G28500	Athal_NC_003071.7:12186274-12188293	AT2G28500	LBD11	OG0018688
gene-AT2G28510	Athal_NC_003071.7:12199075-12200780	AT2G28510	AT2G28510	OG0010684
gene-AT2G28520	Athal_NC_003071.7:12209800-12216077	AT2G28520	VHA-A1	OG0011999
gene-AT2G28540	Athal_NC_003071.7:12218019-12223873	AT2G28540	AT2G28540	OG0001045
gene-AT2G28550	Athal_NC_003071.7:12225656-12228624	AT2G28550	RAP2.7	OG0000550
gene-AT2G28560	Athal_NC_003071.7:12235875-12239140	AT2G28560	RAD51B	OG0013734
gene-AT2G28570	Athal_NC_003071.7:12241766-12242778	AT2G28570	AT2G28570	OG0018687
gene-AT2G28580	Athal_NC_003071.7:12244806-12248474	AT2G28580	AT2G28580	OG0000401
gene-AT2G28590	Athal_NC_003071.7:12249661-12251729	AT2G28590	AT2G28590	OG0000057
gene-AT2G28600	Athal_NC_003071.7:12251784-12254872	AT2G28600	AT2G28600	OG0007435
gene-AT2G28605	Athal_NC_003071.7:12254888-12255923	AT2G28605	AT2G28605	OG0009480
gene-AT2G28610	Athal_NC_003071.7:12262013-12263595	AT2G28610	PRS	OG0012719
gene-AT2G28620	Athal_NC_003071.7:12264928-12270763	AT2G28620	AT2G28620	OG0003521
gene-AT2G28625	Athal_NC_003071.7:12272281-12273027	AT2G28625	AT2G28625	OG0018686
gene-AT2G28630	Athal_NC_003071.7:12274468-12277245	AT2G28630	KCS12	OG0002769
gene-AT2G28640	Athal_NC_003071.7:12284281-12286842	AT2G28640	EXO70H5	OG0018685
gene-AT2G28650	Athal_NC_003071.7:12289152-12291092	AT2G28650	EXO70H8	OG0017060
gene-AT2G28660	Athal_NC_003071.7:12295255-12297245	AT2G28660	AT2G28660	OG0013087
gene-AT2G28670	Athal_NC_003071.7:12300265-12302358	AT2G28670	ESB1	OG0004560
gene-AT2G28680	Athal_NC_003071.7:12302959-12304830	AT2G28680	AT2G28680	OG0001684
gene-AT2G28690	Athal_NC_003071.7:12306885-12308643	AT2G28690	AT2G28690	OG0002406
gene-AT2G28700	Athal_NC_003071.7:12317166-12318790	AT2G28700	AGL46	OG0017059
gene-AT2G28710	Athal_NC_003071.7:12322386-12323584	AT2G28710	AT2G28710	OG0000324
gene-AT2G28720	Athal_NC_003071.7:12326808-12327808	AT2G28720	AT2G28720	OG0000111
gene-AT2G28725	Athal_NC_003071.7:12328605-12328943	AT2G28725	AT2G28725	OG0005561
gene-AT2G28740	Athal_NC_003071.7:12329345-12330059	AT2G28740	HIS4	OG0000129
gene-AT2G28760	Athal_NC_003071.7:12336065-12339217	AT2G28760	UXS6	OG0002405
gene-AT2G28780	Athal_NC_003071.7:12339851-12343443	AT2G28780	AT2G28780	OG0003014
gene-AT2G28790	Athal_NC_003071.7:12354329-12355570	AT2G28790	AT2G28790	OG0007434
gene-AT2G28800	Athal_NC_003071.7:12356321-12359568	AT2G28800	ALB3	OG0007433
gene-AT2G28810	Athal_NC_003071.7:12363456-12365377	AT2G28810	AT2G28810	OG0000653
gene-AT2G28815	Athal_NC_003071.7:12367001-12368064	AT2G28815	AT2G28815	OG0003273
gene-AT2G28830	Athal_NC_003071.7:12368220-12370420	AT2G28830	PUB12	OG0018684
gene-AT2G28840	Athal_NC_003071.7:12378272-12380809	AT2G28840	XBAT31	OG0005535
gene-AT2G28850	Athal_NC_003071.7:12383480-12385051	AT2G28850	CYP710A3	OG0004133
gene-AT2G28860	Athal_NC_003071.7:12388168-12389891	AT2G28860	CYP710A4	OG0004133
gene-AT2G28870	Athal_NC_003071.7:12394067-12395017	AT2G28870	AT2G28870	OG0018683
gene-AT2G28880	Athal_NC_003071.7:12398745-12403621	AT2G28880	emb1997	OG0009479
gene-AT2G28890	Athal_NC_003071.7:12405391-12408239	AT2G28890	PLL4	OG0003272
gene-AT2G28900	Athal_NC_003071.7:12414108-12415661	AT2G28900	OEP16-1	OG0006083
gene-AT2G28910	Athal_NC_003071.7:12415668-12417615	AT2G28910	CXIP4	OG0008378
gene-AT2G28920	Athal_NC_003071.7:12418017-12418576	AT2G28920	AT2G28920	OG0018682
